lat,lon
5055.47635,01319.75924
5055.47638,01319.75910
5055.47634,01319.75903
5055.47631,01319.75896
5055.47604,01319.75888
5055.47595,01319.75876
5055.47593,01319.75854
5055.47595,01319.75842
5055.47597,01319.75828
5055.47601,01319.75820
5055.47608,01319.75836
5055.47623,01319.75844
5055.47630,01319.75842
5055.47634,01319.75882
5055.47642,01319.75905
5055.47661,01319.75910
5055.47682,01319.75920
5055.47711,01319.75928
5055.47718,01319.75966
5055.47711,01319.75970
5055.47709,01319.75973
5055.47703,01319.75984
5055.47712,01319.76026
5055.47718,01319.76048
5055.47730,01319.76085
5055.47749,01319.76095
5055.47768,01319.76082
5055.47760,01319.76103
5055.47759,01319.76120
5055.47771,01319.76141
