lat,lon
5055.48627,01319.75226
5055.48629,01319.75221
5055.48618,01319.75220
5055.48600,01319.75239
5055.48607,01319.75257
5055.48641,01319.75286
5055.48683,01319.75332
5055.48707,01319.75360
5055.48723,01319.75350
5055.48728,01319.75363
5055.48753,01319.75403
5055.48760,01319.75400
5055.48781,01319.75404
5055.48785,01319.75406
5055.48819,01319.75440
5055.48822,01319.75456
5055.48821,01319.75481
5055.48831,01319.75516
5055.48823,01319.75540
5055.48820,01319.75573
5055.48835,01319.75562
5055.48861,01319.75631
5055.48895,01319.75678
5055.48914,01319.75728
5055.48933,01319.75731
5055.48940,01319.75709
5055.48940,01319.75743
5055.48933,01319.75782
5055.48918,01319.75830
5055.48932,01319.75846
5055.48916,01319.75863
5055.48939,01319.75914
5055.48927,01319.75924
5055.48930,01319.75912
5055.48926,01319.75889
