lat,lon
5055.46054,01319.84435
5055.45991,01319.84402
5055.45968,01319.84369
5055.45947,01319.84354
5055.45924,01319.84329
5055.45914,01319.84314
5055.45912,01319.84309
5055.45911,01319.84320
5055.45921,01319.84308
5055.45909,01319.84331
5055.45888,01319.84320
5055.45881,01319.84326
5055.45891,01319.84347
5055.45910,01319.84362
5055.45915,01319.84363
5055.45919,01319.84373
5055.45922,01319.84388
5055.45931,01319.84401
5055.45937,01319.84402
5055.45927,01319.84405
5055.45928,01319.84411
5055.45929,01319.84418
5055.45931,01319.84419
5055.45918,01319.84430
5055.45924,01319.84432
5055.45921,01319.84446
5055.45917,01319.84444
5055.45918,01319.84436
5055.45919,01319.84432
5055.45919,01319.84424
