lat,lon
5055.46289,01319.78361
5055.46298,01319.78361
5055.46295,01319.78387
5055.46300,01319.78409
5055.46303,01319.78425
5055.46306,01319.78434
5055.46324,01319.78458
5055.46332,01319.78484
5055.46336,01319.78492
5055.46363,01319.78516
5055.46393,01319.78538
5055.46407,01319.78550
5055.46422,01319.78559
5055.46439,01319.78574
5055.46441,01319.78582
5055.46442,01319.78589
5055.46449,01319.78595
5055.46459,01319.78602
5055.46456,01319.78607
5055.46454,01319.78610
5055.46449,01319.78599
5055.46451,01319.78594
5055.46458,01319.78586
5055.46459,01319.78586
5055.46453,01319.78589
5055.46487,01319.78602
5055.46503,01319.78615
5055.46553,01319.78689
5055.46566,01319.78713
5055.46575,01319.78741
