lat,lon
5125.40881,01323.20858
5125.40964,01323.20867
5125.41057,01323.20855
5125.41148,01323.20837
5125.41238,01323.20835
5125.41322,01323.20825
5125.41391,01323.20823
5125.41465,01323.20805
5125.41555,01323.20778
5125.41641,01323.20777
5125.41738,01323.20794
5125.41817,01323.20812
5125.41901,01323.20819
5125.41976,01323.20825
5125.42049,01323.20836
5125.42135,01323.20832
5125.42215,01323.20841
5125.42310,01323.20835
5125.42403,01323.20807
5125.42488,01323.20788
5125.42582,01323.20773
5125.42672,01323.20764
5125.42770,01323.20738
5125.42860,01323.20732
5125.42947,01323.20735
5125.43025,01323.20726
5125.43117,01323.20732
5125.43197,01323.20727
5125.43297,01323.20714
5125.43390,01323.20703
5125.43469,01323.20687
5125.43532,01323.20671
5125.43619,01323.20659
5125.43702,01323.20645
5125.43788,01323.20632
5125.43877,01323.20620
5125.43956,01323.20620
5125.44045,01323.20600
5125.44136,01323.20586
5125.44237,01323.20572
5125.44334,01323.20563
5125.44416,01323.20555
5125.44497,01323.20535
5125.44594,01323.20511
5125.44689,01323.20489
5125.44784,01323.20483
5125.44875,01323.20467
5125.44948,01323.20449
5125.45034,01323.20428
5125.45125,01323.20404
5125.45214,01323.20382
5125.45300,01323.20352
5125.45377,01323.20317
5125.45445,01323.20294
5125.45517,01323.20266
5125.45582,01323.20231
5125.45651,01323.20205
5125.45721,01323.20189
5125.45806,01323.20184
5125.45881,01323.20168
5125.45957,01323.20150
5125.46032,01323.20145
5125.46106,01323.20139
5125.46171,01323.20128
5125.46228,01323.20123
5125.46297,01323.20136
5125.46369,01323.20137
5125.46436,01323.20131
5125.46492,01323.20106
5125.46552,01323.20101
5125.46616,01323.20107
5125.46679,01323.20097
5125.46755,01323.20084
5125.46823,01323.20075
5125.46892,01323.20083
5125.46960,01323.20057
5125.47011,01323.20019
5125.47078,01323.19984
5125.47154,01323.19968
5125.47244,01323.19937
5125.47316,01323.19928
5125.47394,01323.19916
5125.47472,01323.19899
5125.47571,01323.19879
5125.47652,01323.19868
5125.47737,01323.19861
5125.47828,01323.19845
5125.47920,01323.19833
5125.47992,01323.19806
5125.48080,01323.19792
5125.48167,01323.19776
5125.48241,01323.19758
5125.48327,01323.19751
5125.48417,01323.19736
5125.48503,01323.19721
5125.48594,01323.19695
5125.48679,01323.19670
5125.48755,01323.19648
5125.48837,01323.19614
5125.48915,01323.19579
5125.48987,01323.19550
5125.49065,01323.19534
5125.49140,01323.19527
5125.49228,01323.19510
5125.49324,01323.19500
5125.49405,01323.19485
5125.49477,01323.19474
5125.49555,01323.19457
5125.49634,01323.19447
5125.49716,01323.19437
5125.49794,01323.19427
5125.49879,01323.19412
5125.49959,01323.19404
5125.50046,01323.19391
5125.50129,01323.19377
5125.50211,01323.19361
5125.50300,01323.19337
5125.50385,01323.19313
5125.50477,01323.19290
5125.50561,01323.19273
5125.50638,01323.19254
5125.50724,01323.19229
5125.50809,01323.19211
5125.50901,01323.19190
5125.50994,01323.19169
5125.51088,01323.19153
5125.51178,01323.19144
5125.51265,01323.19132
5125.51354,01323.19116
