lat,lon
5125.23805,01323.43218
5125.23807,01323.43214
5125.23806,01323.43207
5125.23806,01323.43200
5125.23804,01323.43194
5125.23800,01323.43183
5125.23793,01323.43166
5125.23790,01323.43157
5125.23784,01323.43144
5125.23781,01323.43133
5125.23776,01323.43122
5125.23774,01323.43117
5125.23771,01323.43112
5125.23768,01323.43109
5125.23764,01323.43104
5125.23763,01323.43104
5125.23763,01323.43105
5125.23758,01323.43101
5125.23755,01323.43094
5125.23751,01323.43087
5125.23749,01323.43088
5125.23748,01323.43085
5125.23743,01323.43078
5125.23740,01323.43070
5125.23738,01323.43065
5125.23735,01323.43059
5125.23734,01323.43054
5125.23733,01323.43050
5125.23735,01323.43048
5125.23737,01323.43046
5125.23737,01323.43044
5125.23735,01323.43035
5125.23734,01323.43026
5125.23736,01323.43025
5125.23741,01323.43028
5125.23740,01323.43025
5125.23742,01323.43027
5125.23738,01323.43022
5125.23737,01323.43017
5125.23739,01323.43015
5125.23739,01323.43008
5125.23739,01323.43004
5125.23739,01323.42999
5125.23738,01323.42995
5125.23738,01323.42993
5125.23739,01323.42995
5125.23738,01323.42993
5125.23739,01323.42994
5125.23741,01323.42995
5125.23744,01323.42997
5125.23747,01323.42999
5125.23751,01323.43005
5125.23752,01323.43006
5125.23754,01323.43000
5125.23757,01323.43000
5125.23759,01323.43002
5125.23760,01323.43002
5125.23761,01323.43001
5125.23762,01323.43001
5125.23764,01323.43001
5125.23768,01323.43003
5125.23772,01323.43007
5125.23774,01323.43004
5125.23776,01323.43006
5125.23780,01323.43009
5125.23783,01323.43013
5125.23785,01323.43019
5125.23788,01323.43026
5125.23790,01323.43024
5125.23793,01323.43024
5125.23795,01323.43016
5125.23798,01323.43015
5125.23800,01323.43017
5125.23803,01323.43019
5125.23805,01323.43019
5125.23807,01323.43019
5125.23807,01323.43018
5125.23808,01323.43020
5125.23807,01323.43019
5125.23809,01323.43021
5125.23812,01323.43018
5125.23813,01323.43014
5125.23814,01323.43016
5125.23815,01323.43010
5125.23816,01323.43006
5125.23815,01323.43002
5125.23815,01323.43000
5125.23816,01323.42997
5125.23814,01323.43001
5125.23813,01323.43002
5125.23811,01323.43000
5125.23810,01323.42999
5125.23809,01323.42994
5125.23808,01323.42991
5125.23808,01323.42994
5125.23808,01323.42993
5125.23808,01323.42999
5125.23808,01323.43004
5125.23807,01323.43005
5125.23807,01323.43009
5125.23807,01323.43014
5125.23807,01323.43018
5125.23805,01323.43024
5125.23801,01323.43028
5125.23800,01323.43037
5125.23798,01323.43043
5125.23796,01323.43051
5125.23794,01323.43057
5125.23795,01323.43064
5125.23794,01323.43068
5125.23793,01323.43075
5125.23793,01323.43082
5125.23794,01323.43088
5125.23792,01323.43097
5125.23790,01323.43105
5125.23788,01323.43109
5125.23786,01323.43112
5125.23786,01323.43118
5125.23786,01323.43123
5125.23785,01323.43129
5125.23784,01323.43133
5125.23783,01323.43134
5125.23781,01323.43137
5125.23779,01323.43140
5125.23779,01323.43144
5125.23779,01323.43145
5125.23778,01323.43145
5125.23777,01323.43147
5125.23775,01323.43149
5125.23775,01323.43151
5125.23775,01323.43157
5125.23775,01323.43161
5125.23775,01323.43164
5125.23775,01323.43168
5125.23775,01323.43172
5125.23775,01323.43176
5125.23776,01323.43182
5125.23776,01323.43186
5125.23776,01323.43194
5125.23776,01323.43201
5125.23777,01323.43206
5125.23777,01323.43215
5125.23775,01323.43221
5125.23772,01323.43225
5125.23769,01323.43228
5125.23766,01323.43235
5125.23763,01323.43241
5125.23760,01323.43244
5125.23757,01323.43249
5125.23755,01323.43252
5125.23753,01323.43256
5125.23751,01323.43262
5125.23751,01323.43265
5125.23749,01323.43268
5125.23748,01323.43270
5125.23747,01323.43274
5125.23747,01323.43280
5125.23744,01323.43284
5125.23741,01323.43290
5125.23738,01323.43295
5125.23735,01323.43297
5125.23733,01323.43301
5125.23730,01323.43304
5125.23731,01323.43310
5125.23732,01323.43316
5125.23736,01323.43318
5125.23737,01323.43320
5125.23738,01323.43322
5125.23740,01323.43325
5125.23738,01323.43326
5125.23737,01323.43325
5125.23736,01323.43323
5125.23732,01323.43319
5125.23729,01323.43316
5125.23728,01323.43312
5125.23727,01323.43308
5125.23726,01323.43304
5125.23725,01323.43298
5125.23723,01323.43293
5125.23722,01323.43286
5125.23719,01323.43279
5125.23718,01323.43277
5125.23715,01323.43266
5125.23713,01323.43256
5125.23712,01323.43247
5125.23709,01323.43238
5125.23709,01323.43230
5125.23707,01323.43225
5125.23707,01323.43221
5125.23706,01323.43216
5125.23705,01323.43214
5125.23705,01323.43211
5125.23706,01323.43207
5125.23708,01323.43205
5125.23709,01323.43204
5125.23709,01323.43201
5125.23709,01323.43197
5125.23712,01323.43197
5125.23712,01323.43191
5125.23709,01323.43181
5125.23706,01323.43174
5125.23704,01323.43171
5125.23699,01323.43164
5125.23693,01323.43154
5125.23688,01323.43145
5125.23683,01323.43136
5125.23675,01323.43126
5125.23669,01323.43113
5125.23665,01323.43107
5125.23661,01323.43099
5125.23658,01323.43091
5125.23655,01323.43084
5125.23652,01323.43074
5125.23650,01323.43067
5125.23649,01323.43060
5125.23645,01323.43046
5125.23642,01323.43034
5125.23639,01323.43024
5125.23641,01323.43023
5125.23642,01323.43020
5125.23645,01323.43019
5125.23647,01323.43013
5125.23649,01323.43011
5125.23650,01323.43003
5125.23653,01323.42999
5125.23656,01323.42996
5125.23657,01323.42991
5125.23658,01323.42985
5125.23659,01323.42979
5125.23661,01323.42973
5125.23662,01323.42967
5125.23661,01323.42963
5125.23659,01323.42959
5125.23656,01323.42951
5125.23653,01323.42940
5125.23651,01323.42932
5125.23649,01323.42923
5125.23646,01323.42914
5125.23643,01323.42904
5125.23641,01323.42895
5125.23639,01323.42884
5125.23637,01323.42877
5125.23634,01323.42871
5125.23631,01323.42865
5125.23631,01323.42864
5125.23629,01323.42862
5125.23631,01323.42867
5125.23632,01323.42869
5125.23631,01323.42868
5125.23628,01323.42868
5125.23629,01323.42872
5125.23631,01323.42884
5125.23633,01323.42894
5125.23635,01323.42904
5125.23636,01323.42913
5125.23639,01323.42924
5125.23644,01323.42938
5125.23643,01323.42946
5125.23643,01323.42953
5125.23643,01323.42961
5125.23643,01323.42968
5125.23643,01323.42971
5125.23643,01323.42972
5125.23644,01323.42976
5125.23644,01323.42978
5125.23643,01323.42978
5125.23642,01323.42981
5125.23642,01323.42981
5125.23642,01323.42983
5125.23648,01323.42992
5125.23656,01323.43003
5125.23663,01323.43015
5125.23669,01323.43025
5125.23675,01323.43033
5125.23682,01323.43043
5125.23688,01323.43051
5125.23691,01323.43058
5125.23697,01323.43066
5125.23702,01323.43072
5125.23706,01323.43079
5125.23710,01323.43088
5125.23714,01323.43096
5125.23719,01323.43105
5125.23722,01323.43112
5125.23725,01323.43120
5125.23729,01323.43130
5125.23731,01323.43138
5125.23734,01323.43144
5125.23736,01323.43152
5125.23737,01323.43161
5125.23739,01323.43167
5125.23741,01323.43173
5125.23743,01323.43177
5125.23746,01323.43181
5125.23748,01323.43187
5125.23751,01323.43193
5125.23754,01323.43196
5125.23755,01323.43200
5125.23758,01323.43203
5125.23760,01323.43206
5125.23761,01323.43209
5125.23763,01323.43209
5125.23764,01323.43211
5125.23767,01323.43215
5125.23770,01323.43217
5125.23774,01323.43220
5125.23777,01323.43224
5125.23780,01323.43227
5125.23783,01323.43227
5125.23786,01323.43227
5125.23789,01323.43228
5125.23792,01323.43231
5125.23794,01323.43233
5125.23796,01323.43235
5125.23799,01323.43235
5125.23801,01323.43237
5125.23803,01323.43238
5125.23804,01323.43238
5125.23804,01323.43237
5125.23804,01323.43235
5125.23805,01323.43231
5125.23805,01323.43228
5125.23804,01323.43222
5125.23804,01323.43219
5125.23803,01323.43214
5125.23802,01323.43211
5125.23801,01323.43206
5125.23801,01323.43204
5125.23800,01323.43200
5125.23798,01323.43196
5125.23794,01323.43190
5125.23792,01323.43186
5125.23789,01323.43184
5125.23785,01323.43180
5125.23783,01323.43181
5125.23782,01323.43182
5125.23780,01323.43182
5125.23778,01323.43183
5125.23777,01323.43184
5125.23775,01323.43186
5125.23776,01323.43189
5125.23776,01323.43191
5125.23777,01323.43190
5125.23777,01323.43191
5125.23776,01323.43194
5125.23775,01323.43194
5125.23774,01323.43192
5125.23773,01323.43191
5125.23773,01323.43187
5125.23773,01323.43185
5125.23771,01323.43180
5125.23770,01323.43176
5125.23770,01323.43172
5125.23770,01323.43168
5125.23771,01323.43164
5125.23773,01323.43160
5125.23775,01323.43158
5125.23776,01323.43154
5125.23776,01323.43153
5125.23777,01323.43153
